"response","explanatory","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"RhythmDist","OrnamentationDist",0.0694146818980007,0.0240202761369276,0.052052471183149,0.00581112831403437,0.813312389558477,0.0846036162067755,18,70
"TensionDist","OrnamentationDist",0.422580913523828,0.394414128817673,0.0445121563516338,-0.00209700675316452,10.0187780123293,9.7419075777637,100,100
"MusicalDist","RhythmDist",0.266392730904514,0.191150959715233,0.0978360511337127,0.00530641535255507,2.69067115640815,2.37256135971242,96,100
"DifferentiationDist","RhythmDist",0.2232342045895,0.143565917880731,0.0896318584956914,-0.0037392329406479,4.88653904274464,0.923812091341624,86,100
"DynamicsDist","RhythmDist",0.165479710662692,0.0798878861152758,0.0914767404111002,-0.00170513236724851,2.01830762091055,-0.864382202845897,44,92
"OrnamentationDist","RhythmDist",0.147575264582446,0.0601470865909024,0.09835654628308,0.00588029461980613,1.59558966244151,-1.16376783686441,31,72
"TensionDist","RhythmDist",0.232291922768281,0.153552632795797,0.0922463818163695,-0.00085655338195158,5.08174736547452,0.414867336218105,84,99
"MusicalDist","TensionDist",0.376283987125614,0.345858815765888,0.0496047051162368,0.00324395902434591,12.6053573217375,10.6863881166765,100,100
"DifferentiationDist","TensionDist",0.308853129626602,0.275138648144973,0.0437338687747782,-0.00291325957767166,8.84596647158651,8.02110070846736,100,100
"DynamicsDist","TensionDist",0.294413932051692,0.259995099468848,0.0511830217479167,0.00489926671122972,8.0004526428276,5.756528308212,100,100
"OrnamentationDist","TensionDist",0.588027193825669,0.567930959378141,0.0448014054103372,-0.00179364798428054,14.2405109959723,12.5995523392518,100,100
"RhythmDist","TensionDist",0.121348976958104,0.0784879514438656,0.0439065136428754,-0.00273219300869164,2.97695977922128,0.896971273938552,83,99
